locus_tag,chromosome,gene_name,mutation_count,mutated,CDS_length_bp,mutation_density,gc_content,protein_abundance,rna_level,essential,replication_timing
YDL197C,chrIV,ASF2,0,0,1578,0.0,0.4321926489226869,3.06,0.5763968572656736,0.0,27.97
YDL198C,chrIV,GGC1,0,0,903,0.0,0.424141749723145,163.0,12.77679700272249,0.0,27.92
YDL199C,chrIV,YDL199C,0,0,2064,0.0,0.3934108527131782,1.37,0.1921322857552254,0.0,28.23
YDL200C,chrIV,MGT1,0,0,567,0.0,0.3703703703703703,0.865,,0.0,27.96
YDL201W,chrIV,TRM8,0,0,861,0.0,0.4006968641114982,72.4,,0.0,26.72
YDL202W,chrIV,MRPL11,0,0,750,0.0,0.4093333333333333,33.4,1.408970095538315,0.0,26.28
YDL203C,chrIV,ACK1,0,0,1872,0.0,0.4123931623931623,4.64,0.6404409525174152,0.0,26.98
YDL204W,chrIV,RTN2,0,0,1182,0.0,0.4213197969543147,41.7,0.6404409525174152,0.0,26.42
YDL205C,chrIV,HEM3,0,0,984,0.0,0.415650406504065,57.2,0.3842645715104506,1.0,27.1
YDL206W,chrIV,YDL206W,1,1,2289,0.000436871996505,0.3538663171690694,0.71,1.537058286041802,0.0,25.75
YDL207W,chrIV,GLE1,0,0,1617,0.0,0.3939393939393939,12.8,0.44830866676219,1.0,27.64
YDL208W,chrIV,NHP2,0,0,471,0.0,0.416135881104034,334.0,8.261688287474666,1.0,26.46
YDL209C,chrIV,CWC2,0,0,1020,0.0,0.4009803921568627,8.59,0.2881984286328367,1.0,26.53
YDL210W,chrIV,UGA4,1,1,1716,0.0005827505827505,0.4032634032634032,0.962,0.1280881905034832,0.0,25.79
YDL211C,chrIV,YDL211C,0,0,1119,0.0,0.3994638069705093,3.76,0.0960661428776124,0.0,29.02
YDL212W,chrIV,SHR3,0,0,633,0.0,0.3886255924170616,72.8,4.6111748581253895,1.0,30.12
YDL213C,chrIV,NOP6,0,0,678,0.0,0.4218289085545723,149.0,2.177499238559215,0.0,29.75
YDL214C,chrIV,PRR2,0,0,2100,0.0,0.3957142857142857,1.18,0.0640440952517416,0.0,29.98
YDL215C,chrIV,GDH2,2,1,3279,0.0006099420555047,0.3665751753583409,46.7,0.9286393811502534,0.0,31.5
YDL216C,chrIV,RRI1,0,0,1323,0.0,0.3749055177626606,4.21,0.3202204762587075,0.0,32.16
YDL217C,chrIV,TIM22,0,0,624,0.0,0.4310897435897436,7.6,0.5123527620139329,1.0,31.55
YDL218W,chrIV,YDL218W,0,0,954,0.0,0.4517819706498951,2.64,0.2561763810069664,0.0,30.9
YDL219W,chrIV,DTD1,0,0,453,0.0,0.3576158940397351,44.2,3.1701827149612107,0.0,31.28
YDL220C,chrIV,CDC13,0,0,2775,0.0,0.4392792792792793,4.17,,1.0,31.58
YDL221W,chrIV,YDL221W,0,0,552,0.0,0.4818840579710144,1.19,,1.0,30.14
YDL222C,chrIV,FMP45,0,0,930,0.0,0.4946236559139785,16.3,0.0960661428776124,0.0,31.32
YDL223C,chrIV,HBT1,0,0,3141,0.0,0.4259789875835721,16.2,0.1921322857552254,0.0,29.98
YDL224C,chrIV,WHI4,0,0,1950,0.0,0.4041025641025641,16.2,0.3202204762587075,0.0,28.77
YDL225W,chrIV,SHS1,0,0,1656,0.0,0.3786231884057971,52.8,4.034778000859731,0.0,25.73
YDL226C,chrIV,GCS1,0,0,1059,0.0,0.437204910292729,148.0,1.216837809783094,0.0,26.01
YDL227C,chrIV,HO,0,0,1761,0.0,0.4088586030664395,1.93,0.0640440952517416,0.0,23.56
YDL228C,chrIV,YDL228C,0,0,642,0.0,0.4361370716510903,0.665,,,23.65
YDL229W,chrIV,SSB1,0,0,1842,0.0,0.4353963083604777,3608.0,,0.0,21.71
YDL230W,chrIV,PTP1,0,0,1008,0.0,0.4513888888888889,11.2,1.7612126194228943,0.0,25.98
YDL231C,chrIV,BRE4,1,1,3378,0.0002960331557134,0.396388395500296,1.62,1.344926000286574,0.0,25.56
YDL232W,chrIV,OST4,0,0,111,0.0,0.4144144144144144,47.1,11.271760764306524,0.0,26.01
YDL233W,chrIV,MFG1,0,0,1377,0.0,0.4212055192447349,2.49,0.44830866676219,0.0,28.02
YDL234C,chrIV,GYP7,0,0,2241,0.0,0.3810798750557786,12.4,2.91400633395425,0.0,28.54
YDL235C,chrIV,YPD1,0,0,504,0.0,0.3551587301587302,63.0,5.155549667765207,1.0,26.87
YDL236W,chrIV,PHO13,0,0,939,0.0,0.402555910543131,119.0,10.951540288047823,0.0,29.65
YDL237W,chrIV,AIM6,1,1,1173,0.000852514919011,0.3870417732310315,28.7,3.938711857982111,0.0,28.77
YDL238C,chrIV,GUD1,0,0,1470,0.0,0.4292517006802721,2.34,0.6724630001432869,0.0,31.94
YDL239C,chrIV,ADY3,0,0,2373,0.0,0.3421828908554572,0.925,0.5443748096398037,0.0,29.54
YDL240C-A,chrIV,YDL240C-A,0,0,138,0.0,0.3550724637681159,0.395,0.0640440952517416,,32.12
YDL240W,chrIV,LRG1,0,0,3054,0.0,0.3673870333988212,3.8,0.4803307143880623,0.0,31.05
YDL241W,chrIV,YDL241W,0,0,372,0.0,0.3924731182795699,0.914,2.785918143450759,0.0,31.26
YDL242W,chrIV,YDL242W,0,0,354,0.0,0.3898305084745763,1.02,0.0640440952517416,0.0,31.17
YDL243C,chrIV,AAD4,0,0,990,0.0,0.4101010101010101,0.69,,0.0,28.65
YDL244W,chrIV,THI13,0,0,1023,0.0,0.4389051808406647,0.619,,,31.64
YDL245C,chrIV,HXT15,0,0,1704,0.0,0.4190140845070422,0.503,,,31.64
YDL246C,chrIV,SOR2,0,0,1074,0.0,0.4478584729981378,1.17,,,31.64
YDL247W,chrIV,MPH2,0,0,1830,0.0,0.4054644808743169,1.07,,,31.64
YDL247W-A,chrIV,YDL247W-A,0,0,75,0.0,0.3066666666666666,1.38,,,31.64
YDL248W,chrIV,COS7,0,0,1152,0.0,0.3802083333333333,2.13,,,31.64
YDR001C,chrIV,NTH1,0,0,2256,0.0,0.4073581560283688,51.2,2.497719714817923,0.0,22.48
YDR002W,chrIV,YRB1,0,0,606,0.0,0.4108910891089108,981.0,27.57098300587468,1.0,22.66
YDR003W,chrIV,RCR2,0,0,633,0.0,0.4233807266982622,10.1,,0.0,22.6
YDR003W-A,chrIV,YDR003W-A,0,0,123,0.0,0.3170731707317073,,1.4730141907900571,0.0,23.5
YDR004W,chrIV,RAD57,0,0,1383,0.0,0.3890093998553868,2.28,2.049411048055731,0.0,23.06
YDR005C,chrIV,MAF1,0,0,1188,0.0,0.367003367003367,15.0,1.665146476545282,0.0,23.35
YDR006C,chrIV,SOK1,0,0,2706,0.0,0.385439763488544,5.27,3.138160667335343,0.0,21.18
YDR007W,chrIV,TRP1,0,0,675,0.0,0.4207407407407407,10.2,,0.0,22.89
YDR008C,chrIV,YDR008C,0,0,351,0.0,0.3931623931623931,0.793,,0.0,22.89
YDR009W,chrIV,GAL3,1,1,1563,0.000639795265515,0.4133077415227127,3.21,,0.0,23.25
YDR010C,chrIV,YDR010C,0,0,333,0.0,0.4864864864864865,1.08,,0.0,23.78
YDR011W,chrIV,SNQ2,1,1,4506,0.0002219263204616,0.3952507767421216,34.2,6.916762287188096,0.0,24.31
YDR012W,chrIV,RPL4B,0,0,1089,0.0,0.4820936639118457,2677.0,37.08153115075845,,24.905
YDR013W,chrIV,PSF1,0,0,627,0.0,0.3508771929824561,6.13,3.074116572083605,1.0,24.48
YDR014W,chrIV,RAD61,0,0,1944,0.0,0.3338477366255144,3.47,0.2881984286328367,0.0,22.98
YDR014W-A,chrIV,HED1,0,0,489,0.0,0.4192229038854805,,,,24.16
YDR015C,chrIV,YDR015C,0,0,240,0.0,0.4416666666666666,0.523,,0.0,24.16
YDR016C,chrIV,DAD1,0,0,285,0.0,0.3894736842105263,30.0,2.657829952947268,1.0,22.93
YDR017C,chrIV,KCS1,0,0,3153,0.0,0.3834443387250238,20.7,2.529741762443789,0.0,22.59
YDR018C,chrIV,YDR018C,0,0,1191,0.0,0.3769941225860621,0.583,0.5123527620139329,0.0,23.01
YDR019C,chrIV,GCV1,0,0,1203,0.0,0.4114713216957606,170.0,6.692607953806997,0.0,23.49
YDR020C,chrIV,DAS2,0,0,699,0.0,0.3690987124463519,8.62,0.5443748096398037,0.0,22.26
YDR021W,chrIV,FAL1,0,0,1200,0.0,0.3525,11.1,,1.0,24.28
YDR022C,chrIV,ATG31,0,0,591,0.0,0.3671742808798646,2.25,,0.0,22.79
YDR023W,chrIV,SES1,0,0,1389,0.0,0.3794096472282217,946.0,24.336756195661856,1.0,23.8
YDR024W,chrIV,FYV1,0,0,486,0.0,0.4135802469135802,2.46,,0.0,24.65
YDR025W,chrIV,RPS11A,0,0,471,0.0,0.4416135881104034,3059.0,82.84103720812536,0.0,24.03
YDR026C,chrIV,NSI1,0,0,1713,0.0,0.3876240513718622,3.76,1.1527937145313487,0.0,24.24
YDR027C,chrIV,VPS54,1,1,2670,0.0003745318352059,0.3730337078651685,7.21,0.7044850477691579,0.0,23.74
YDR028C,chrIV,REG1,0,0,3045,0.0,0.3904761904761905,32.6,2.273565381436823,0.0,23.2
YDR029W,chrIV,YDR029W,0,0,315,0.0,0.3396825396825397,0.556,0.1921322857552254,0.0,22.67
YDR030C,chrIV,RAD28,0,0,1521,0.0,0.3681788297172912,1.41,0.7044850477691579,0.0,22.83
YDR031W,chrIV,MIX14,0,0,366,0.0,0.3497267759562841,27.3,3.20220476258707,0.0,23.12
YDR032C,chrIV,PST2,0,0,597,0.0,0.4673366834170854,602.0,15.242494669914466,0.0,23.12
YDR033W,chrIV,MRH1,0,0,963,0.0,0.3977154724818276,802.0,32.5664224355106,0.0,23.72
YDR034C,chrIV,LYS14,1,1,2373,0.0004214075010535,0.3611462284028656,3.51,1.8252567146746363,0.0,26.09
YDR034C-A,chrIV,YDR034C-A,0,0,177,0.0,0.2824858757062147,,,,29.35
YDR034C-C,chrIV,YDR034C-C,0,0,1317,0.0,0.3819286256643888,,,,27.62
YDR034C-D,chrIV,YDR034C-D,0,0,5313,0.0,0.3674007152268022,,,,27.596666666666668
YDR034W-B,chrIV,YDR034W-B,0,0,156,0.0,0.4166666666666667,5.25,4.803307143880619,0.0,29.35
YDR035W,chrIV,ARO3,0,0,1113,0.0,0.4177897574123989,295.0,4.835329191506496,0.0,30.22
YDR036C,chrIV,EHD3,0,0,1503,0.0,0.3938789088489687,31.3,0.8645952858985118,0.0,29.92
YDR037W,chrIV,KRS1,0,0,1776,0.0,0.4065315315315315,1172.0,15.754847431928436,1.0,30.45
YDR038C,chrIV,ENA5,0,0,3276,0.0,0.4142246642246642,9.2,0.4162866191363198,,30.865454545454547
YDR039C,chrIV,ENA2,0,0,3276,0.0,0.4148351648351648,8.01,,,28.55636363636364
YDR040C,chrIV,ENA1,0,0,3276,0.0,0.4142246642246642,17.7,,,26.24727272727273
YDR041W,chrIV,RSM10,0,0,612,0.0,0.3954248366013072,18.3,2.91400633395425,1.0,23.77
YDR042C,chrIV,YDR042C,0,0,603,0.0,0.3482587064676617,1.7,0.0640440952517416,0.0,25.01
YDR043C,chrIV,NRG1,0,0,696,0.0,0.3692528735632184,2.36,0.9286393811502534,0.0,23.11
YDR044W,chrIV,HEM13,0,0,987,0.0,0.4417426545086119,100.0,7.0128284300657056,1.0,21.52
YDR045C,chrIV,RPC11,0,0,333,0.0,0.3903903903903903,53.0,5.860034715534351,1.0,21.33
YDR046C,chrIV,BAP3,0,0,1815,0.0,0.4159779614325068,32.6,12.61668676459313,0.0,19.33
YDR047W,chrIV,HEM12,0,0,1089,0.0,0.4398530762167126,42.4,4.803307143880619,1.0,19.68
YDR048C,chrIV,YDR048C,0,0,315,0.0,0.3333333333333333,0.382,0.44830866676219,0.0,19.27
YDR049W,chrIV,VMS1,0,0,1899,0.0,0.3938915218536071,16.5,0.8966173335243822,0.0,16.16
YDR050C,chrIV,TPI1,0,0,747,0.0,0.4431057563587684,8981.0,204.2366197578096,1.0,17.75
YDR051C,chrIV,DET1,0,0,1005,0.0,0.3900497512437811,58.3,0.9286393811502534,0.0,17.4
YDR052C,chrIV,DBF4,0,0,2115,0.0,0.3796690307328605,3.18,0.8005511906467704,1.0,18.39
YDR053W,chrIV,YDR053W,0,0,396,0.0,0.4116161616161616,0.493,,1.0,18.39
YDR054C,chrIV,CDC34,0,0,888,0.0,0.4121621621621621,52.1,1.8893008099263773,1.0,19.54
YDR055W,chrIV,PST1,1,1,1335,0.0007490636704119,0.4142322097378277,31.2,5.731946525030888,0.0,19.6
YDR056C,chrIV,YDR056C,0,0,618,0.0,0.3948220064724919,31.2,3.1701827149612107,0.0,19.48
YDR057W,chrIV,YOS9,0,0,1629,0.0,0.3707796193984039,10.4,1.0887496192796078,0.0,19.39
YDR058C,chrIV,TGL2,0,0,981,0.0,0.36493374108053,1.73,0.4162866191363198,0.0,22.31
YDR059C,chrIV,UBC5,0,0,447,0.0,0.4205816554809843,53.3,2.3055874290626943,0.0,22.24
YDR060W,chrIV,MAK21,0,0,3078,0.0,0.3729694606887589,73.1,4.707241001002993,1.0,22.72
YDR061W,chrIV,YDR061W,0,0,1620,0.0,0.4067901234567901,19.7,2.177499238559215,0.0,24.84
YDR062W,chrIV,LCB2,0,0,1686,0.0,0.3973902728351127,155.0,3.8426457151044966,1.0,26.29
YDR063W,chrIV,AIM7,0,0,450,0.0,0.3888888888888889,49.2,2.6898520005731483,0.0,27.64
YDR064W,chrIV,RPS13,0,0,456,0.0,0.4276315789473684,2095.0,76.46864973057949,1.0,27.54
YDR065W,chrIV,RRG1,0,0,1098,0.0,0.3497267759562841,3.13,0.1921322857552254,0.0,27.02
YDR066C,chrIV,RTR2,0,0,591,0.0,0.3688663282571912,4.28,1.216837809783094,0.0,28.16
YDR067C,chrIV,OCA6,0,0,675,0.0,0.3481481481481481,7.45,1.216837809783094,0.0,28.93
YDR068W,chrIV,DOS2,0,0,933,0.0,0.3708467309753483,32.1,1.665146476545282,0.0,28.78
YDR069C,chrIV,DOA4,1,1,2781,0.0003595828838547,0.3552678892484717,8.08,0.3842645715104506,0.0,30.85
YDR070C,chrIV,FMP16,0,0,282,0.0,0.4219858156028369,70.1,1.2488598574089609,0.0,32.07
YDR071C,chrIV,PAA1,0,0,576,0.0,0.3697916666666667,424.0,12.80881905034827,0.0,32.26
YDR072C,chrIV,IPT1,0,0,1584,0.0,0.4034090909090909,3.62,3.522425238845789,0.0,33.92
YDR073W,chrIV,SNF11,0,0,510,0.0,0.4078431372549019,3.52,2.433675619566188,0.0,34.51
YDR074W,chrIV,TPS2,0,0,2691,0.0,0.3965068747677443,191.0,3.1701827149612107,0.0,33.61
YDR075W,chrIV,PPH3,0,0,927,0.0,0.3678532901833872,5.74,0.7685291430208995,0.0,36.33
YDR076W,chrIV,RAD55,0,0,1221,0.0,0.3718263718263718,2.36,0.1280881905034832,0.0,36.67
YDR077W,chrIV,SED1,0,0,1017,0.0,0.4680432645034414,82.9,84.73033801805552,0.0,36.53
YDR078C,chrIV,SHU2,0,0,672,0.0,0.3422619047619047,0.464,0.8325732382726408,0.0,37.54
YDR079C-A,chrIV,TFB5,0,0,219,0.0,0.3744292237442922,11.4,2.978050429205984,0.0,37.37
YDR079W,chrIV,PET100,0,0,336,0.0,0.3571428571428571,9.88,2.209521286185085,0.0,37.54
YDR080W,chrIV,VPS41,0,0,2979,0.0,0.3454179254783484,6.18,1.665146476545282,0.0,38.02
YDR081C,chrIV,PDC2,0,0,2778,0.0,0.3664506839452843,9.98,1.0247055240278655,1.0,37.41
YDR082W,chrIV,STN1,1,1,1485,0.0006734006734006,0.3696969696969697,1.86,0.6084189048915472,1.0,36.3
YDR083W,chrIV,RRP8,0,0,1179,0.0,0.3587786259541984,40.5,2.3055874290626943,0.0,34.63
YDR084C,chrIV,TVP23,0,0,600,0.0,0.395,23.0,2.36963152431444,0.0,35.47
YDR085C,chrIV,AFR1,0,0,1863,0.0,0.3816425120772946,0.904,1.665146476545282,0.0,31.2
YDR086C,chrIV,SSS1,1,1,243,0.0041152263374485,0.3909465020576131,231.0,48.545424200820094,1.0,32.76
YDR087C,chrIV,RRP1,0,0,837,0.0,0.3906810035842294,107.0,1.79323466704876,1.0,29.99
YDR088C,chrIV,SLU7,0,0,1149,0.0,0.3759791122715404,8.98,1.3769480479124443,1.0,31.99
YDR089W,chrIV,YDR089W,0,0,2610,0.0,0.357088122605364,11.5,1.1527937145313487,0.0,30.67
YDR090C,chrIV,YDR090C,0,0,933,0.0,0.3997856377277599,5.27,1.3129039526606996,0.0,29.3
YDR091C,chrIV,RLI1,0,0,1827,0.0,0.3738368910782704,249.0,2.177499238559215,1.0,27.4
YDR092W,chrIV,UBC13,0,0,462,0.0,0.4242424242424242,95.6,5.667902429779145,0.0,25.99
YDR093W,chrIV,DNF2,0,0,4839,0.0,0.4126885720190122,10.5,,0.0,24.84
YDR094W,chrIV,YDR094W,0,0,336,0.0,0.5089285714285714,0.44,,0.0,25.51
YDR095C,chrIV,YDR095C,0,0,411,0.0,0.48661800486618,1.11,,0.0,25.51
YDR096W,chrIV,GIS1,0,0,2685,0.0,0.3731843575418994,12.0,0.8005511906467704,0.0,25.39
YDR097C,chrIV,MSH6,1,1,3729,0.0002681684097613,0.3778492893537141,23.7,1.1848157621572193,0.0,27.63
YDR098C,chrIV,GRX3,0,0,753,0.0,0.397078353253652,91.6,7.653269382583127,0.0,28.25
YDR098C-A,chrIV,YDR098C-A,0,0,1323,0.0,0.4096749811035525,,,,33.358333333333334
YDR098C-B,chrIV,YDR098C-B,0,0,5268,0.0,0.3851556567957479,,,,31.315
YDR099W,chrIV,BMH2,0,0,822,0.0,0.3990267639902676,1216.0,11.271760764306524,0.0,35.4
YDR100W,chrIV,TVP15,0,0,432,0.0,0.3842592592592592,28.2,4.579152810499524,0.0,33.9
YDR101C,chrIV,ARX1,0,0,1782,0.0,0.3900112233445567,238.0,2.529741762443789,0.0,34.77
YDR102C,chrIV,YDR102C,1,1,333,0.003003003003003,0.3483483483483483,0.529,0.0640440952517416,0.0,35.25
YDR103W,chrIV,STE5,0,0,2754,0.0,0.3718228031953522,9.53,,0.0,36.48
YDR104C,chrIV,SPO71,0,0,3738,0.0,0.3769395398608882,0.555,,0.0,38.86
YDR105C,chrIV,TMS1,0,0,1422,0.0,0.4015471167369902,9.43,1.3769480479124443,0.0,39.08
YDR106W,chrIV,ARP10,0,0,855,0.0,0.3625730994152046,0.477,0.0640440952517416,,38.9
YDR107C,chrIV,TMN2,0,0,2019,0.0,0.3838533927686974,3.6,0.224154333381095,0.0,38.87
YDR108W,chrIV,TRS85,0,0,2097,0.0,0.3714830710538865,12.1,0.3202204762587075,0.0,39.25
YDR109C,chrIV,YDR109C,0,0,2148,0.0,0.4054934823091247,1.77,0.2561763810069664,0.0,39.41
YDR110W,chrIV,FOB1,0,0,1701,0.0,0.3750734861845973,7.26,0.1921322857552254,0.0,37.45
YDR111C,chrIV,ALT2,0,0,1524,0.0,0.4225721784776903,8.69,1.1207716669054786,0.0,37.28
YDR112W,chrIV,IRC2,0,0,309,0.0,0.3915857605177993,0.474,,0.0,40.22
YDR113C,chrIV,PDS1,0,0,1122,0.0,0.4046345811051693,1.45,0.6084189048915472,1.0,38.38
YDR114C,chrIV,YDR114C,0,0,303,0.0,0.3762376237623762,0.615,0.1921322857552254,0.0,37.52
YDR115W,chrIV,YDR115W,0,0,318,0.0,0.4276729559748428,3.94,2.625807905321399,0.0,37.52
YDR116C,chrIV,MRPL1,1,1,858,0.0011655011655011,0.4149184149184149,42.9,2.273565381436823,0.0,37.45
YDR117C,chrIV,TMA64,0,0,1698,0.0,0.3710247349823322,32.0,1.0247055240278655,0.0,35.05
YDR118W,chrIV,APC4,0,0,1959,0.0,0.3542623787646758,3.98,,1.0,35.01
YDR118W-A,chrIV,YDR118W-A,0,0,117,0.0,0.3931623931623931,0.297,,,33.46
YDR119W,chrIV,VBA4,2,1,2307,0.00086692674469,0.3857824013870828,22.9,2.2415433338109616,0.0,34.21
YDR119W-A,chrIV,COX26,0,0,201,0.0,0.4427860696517413,3.51,0.7044850477691579,,32.89
YDR120C,chrIV,TRM1,0,0,1713,0.0,0.4057209573847052,117.0,1.729190571797024,0.0,31.64
YDR121W,chrIV,DPB4,1,1,591,0.0016920473773265,0.4230118443316413,50.1,1.344926000286574,0.0,31.64
YDR122W,chrIV,KIN1,0,0,3195,0.0,0.4115805946791862,14.5,1.6011023812935348,0.0,29.91
YDR123C,chrIV,INO2,0,0,915,0.0,0.4349726775956284,17.1,0.2881984286328367,1.0,28.03
YDR124W,chrIV,YDR124W,0,0,975,0.0,0.3774358974358974,6.75,0.4162866191363198,0.0,28.99
YDR125C,chrIV,ECM18,0,0,1362,0.0,0.3546255506607929,2.17,0.44830866676219,0.0,27.08
YDR126W,chrIV,SWF1,0,0,1011,0.0,0.4015825914935707,0.622,0.224154333381095,0.0,28.19
YDR127W,chrIV,ARO1,0,0,4767,0.0,0.4021397105097545,332.0,2.625807905321399,0.0,29.16
YDR128W,chrIV,MTC5,0,0,3447,0.0,0.3919350159559037,2.9,0.960661428776124,0.0,31.2
YDR129C,chrIV,SAC6,0,0,1929,0.0,0.4033177812337999,353.0,14.954296241281666,0.0,31.81
YDR130C,chrIV,FIN1,0,0,876,0.0,0.3926940639269406,8.8,0.7365070953950285,0.0,30.08
YDR131C,chrIV,YDR131C,0,0,1671,0.0,0.3554757630161579,2.77,0.8005511906467704,0.0,31.37
YDR132C,chrIV,YDR132C,0,0,1488,0.0,0.3635752688172043,3.59,0.6404409525174152,0.0,32.11
YDR133C,chrIV,YDR133C,0,0,336,0.0,0.4077380952380952,0.675,26.546277481846897,0.0,31.42
YDR134C,chrIV,YDR134C,0,0,411,0.0,0.4841849148418491,,,0.0,31.42
YDR135C,chrIV,YCF1,0,0,4548,0.0,0.3806068601583113,33.0,5.795990620282634,0.0,34.44
YDR136C,chrIV,VPS61,0,0,573,0.0,0.3804537521815008,0.519,0.0640440952517416,0.0,32.75
YDR137W,chrIV,RGP1,0,0,1992,0.0,0.3639558232931726,4.57,3.234226810212963,0.0,33.74
YDR138W,chrIV,HPR1,0,0,2259,0.0,0.3643204957945993,17.6,0.9286393811502534,0.0,32.84
YDR139C,chrIV,RUB1,0,0,234,0.0,0.3888888888888889,25.6,3.778601619852748,0.0,31.71
YDR140W,chrIV,MTQ2,0,0,666,0.0,0.3933933933933934,9.98,,0.0,31.71
YDR141C,chrIV,DOP1,0,0,5097,0.0,0.3613890523837551,17.6,,1.0,30.8
YDR142C,chrIV,PEX7,0,0,1128,0.0,0.3945035460992908,2.16,0.5763968572656736,0.0,28.77
YDR143C,chrIV,SAN1,0,0,1833,0.0,0.4331696672122204,20.3,0.2881984286328367,0.0,27.56
YDR144C,chrIV,MKC7,0,0,1791,0.0,0.4092685650474595,18.4,0.6404409525174152,0.0,26.18
YDR145W,chrIV,TAF12,1,1,1620,0.0006172839506172,0.3962962962962963,75.5,1.505036238415928,1.0,25.8
YDR146C,chrIV,SWI5,0,0,2130,0.0,0.380281690140845,6.31,0.6404409525174152,0.0,26.02
YDR147W,chrIV,EKI1,0,0,1605,0.0,0.3595015576323987,7.81,1.1527937145313487,0.0,26.75
YDR148C,chrIV,KGD2,0,0,1392,0.0,0.430316091954023,126.0,4.451064619996048,0.0,26.52
YDR149C,chrIV,YDR149C,0,0,708,0.0,0.3771186440677966,0.725,,0.0,27.43
YDR150W,chrIV,NUM1,0,0,8247,0.0,0.3834121498726809,55.6,1.6971685241711532,0.0,29.15
YDR151C,chrIV,CTH1,0,0,978,0.0,0.3813905930470347,0.818,6.468453620425905,1.0,33.12
YDR152W,chrIV,GIR2,0,0,798,0.0,0.4047619047619047,154.0,2.209521286185085,0.0,33.03
YDR153C,chrIV,ENT5,0,0,1236,0.0,0.4029126213592233,40.4,0.960661428776124,0.0,31.88
YDR154C,chrIV,YDR154C,0,0,351,0.0,0.4273504273504273,0.555,313.4958462572844,0.0,34.9
YDR155C,chrIV,CPR1,0,0,489,0.0,0.4826175869120654,3512.0,,0.0,34.9
YDR156W,chrIV,RPA14,0,0,414,0.0,0.5096618357487923,158.0,,0.0,33.64
YDR157W,chrIV,YDR157W,0,0,402,0.0,0.3283582089552239,0.49,,0.0,33.64
YDR158W,chrIV,HOM2,0,0,1098,0.0,0.4316939890710382,1135.0,15.274516717540376,0.0,36.42
YDR159W,chrIV,SAC3,1,1,3906,0.0002560163850486,0.3561187916026626,9.41,1.3769480479124443,0.0,36.12
YDR160W,chrIV,SSY1,0,0,2559,0.0,0.3868698710433763,0.663,0.4803307143880623,1.0,36.46
YDR161W,chrIV,YDR161W,0,0,1164,0.0,0.3934707903780068,58.6,2.8499622387025063,0.0,38.02
YDR162C,chrIV,NBP2,0,0,711,0.0,0.3966244725738396,12.6,2.049411048055731,0.0,38.27
YDR163W,chrIV,CWC15,0,0,528,0.0,0.4166666666666667,20.1,,0.0,36.52
YDR164C,chrIV,SEC1,0,0,2175,0.0,0.368735632183908,16.6,,1.0,37.45
YDR165W,chrIV,TRM82,0,0,1335,0.0,0.3535580524344569,89.0,2.56176381006966,0.0,38.09
YDR166C,chrIV,SEC5,1,1,2916,0.0003429355281207,0.340877914951989,13.7,0.44830866676219,1.0,36.68
YDR167W,chrIV,TAF10,0,0,621,0.0,0.431561996779388,62.7,1.9213228575522483,1.0,36.54
YDR168W,chrIV,CDC37,1,1,1521,0.0006574621959237,0.3570019723865877,148.0,4.419042572370174,1.0,37.14
YDR169C,chrIV,STB3,0,0,1542,0.0,0.4130998702983138,24.7,0.7365070953950285,0.0,37.6
YDR169C-A,chrIV,YDR169C-A,0,0,150,0.0,0.4266666666666667,1.66,0.0640440952517416,0.0,35.31
YDR170C,chrIV,SEC7,2,1,6030,0.0003316749585406,0.3794361525704809,60.7,4.354998477118431,1.0,31.86
YDR170W-A,chrIV,YDR170W-A,0,0,1323,0.0,0.4021164021164021,,,,28.215
YDR171W,chrIV,HSP42,0,0,1128,0.0,0.4388297872340425,85.8,17.067751384589183,0.0,28.49
YDR172W,chrIV,SUP35,0,0,2058,0.0,0.413022351797862,386.0,3.906689810356248,1.0,30.6
YDR173C,chrIV,ARG82,0,0,1068,0.0,0.3857677902621723,6.33,0.5763968572656736,0.0,29.2
YDR174W,chrIV,HMO1,0,0,741,0.0,0.4358974358974359,267.0,15.242494669914466,0.0,30.21
YDR175C,chrIV,RSM24,0,0,960,0.0,0.39375,32.3,2.337609476688573,0.0,32.73
YDR176W,chrIV,NGG1,0,0,2109,0.0,0.3854907539118065,29.6,1.216837809783094,0.0,34.23
YDR177W,chrIV,UBC1,0,0,648,0.0,0.4166666666666667,130.0,13.993634812505537,1.0,32.73
YDR178W,chrIV,SDH4,0,0,546,0.0,0.4322344322344322,34.7,7.845401668338349,0.0,35.23
YDR179C,chrIV,CSN9,0,0,489,0.0,0.3169734151329243,7.65,1.1527937145313487,0.0,33.31
YDR179W-A,chrIV,YDR179W-A,0,0,1392,0.0,0.3419540229885057,0.75,0.7044850477691579,0.0,36.57
YDR180W,chrIV,SCC2,0,0,4482,0.0,0.3469433288710397,4.76,2.017389000429866,1.0,37.36
YDR181C,chrIV,SAS4,0,0,1446,0.0,0.3748271092669433,5.77,1.0887496192796078,0.0,39.19
YDR182W,chrIV,CDC1,0,0,1476,0.0,0.3787262872628726,26.4,,1.0,38.37
YDR182W-A,chrIV,YDR182W-A,0,0,204,0.0,0.3725490196078431,0.358,,0.0,38.43
YDR183C-A,chrIV,YDR183C-A,0,0,258,0.0,0.2790697674418604,,1.216837809783094,,38.53
YDR183W,chrIV,PLP1,0,0,693,0.0,0.3578643578643579,5.47,1.3769480479124443,0.0,35.92
