locus_tag,gene_name,mutation_count,mutated,CDS_length_bp,mutation_density,gc_content,strand,protein_abundance,rna_level,essential,ori_distance
b0895,dmsB,0,0,615,0.0,0.5186991869918699,+,12.5,3.704716890384452,0.0,0.7147683626433002
b0896,dmsC,0,0,861,0.0,0.5481997677119629,+,0.543,3.747699652314151,0.0,0.7150880764003851
b0897,ycaC,0,0,624,0.0,0.4647435897435897,-,1046.0,7.801768072082659,0.0,0.7154241636382909
b0898,ycaD,0,0,1146,0.0,0.5218150087260035,+,,5.272431681923501,0.0,0.7159416518084509
b0899,ycaM,0,0,1428,0.0,0.4726890756302521,+,0.112,1.7852151037169337,0.0,0.716587542538734
b0900,ycaN,0,0,906,0.0,0.4679911699779249,-,0.112,3.912218743730721,0.0,0.7170916733955928
b0901,ycaK,0,0,588,0.0,0.4302721088435374,+,2.82,2.963254409024869,0.0,0.717457491427621
b0902,pflA,0,0,738,0.0,0.505420054200542,-,124.0,6.83500230323738,0.0,0.717779359590077
b0903,pflB,0,0,2280,0.0,0.512719298245614,-,3746.0,10.568701186149363,0.0,0.7185131500595047
b0904,focA,0,0,855,0.0,0.4912280701754385,-,72.1,7.914235643238596,0.0,0.7192129009240675
b0905,ycaO,0,0,1758,0.0,0.5164960182025028,-,30.0,6.199724307788278,0.0,0.719951861966386
b0906,ycaP,0,0,690,0.0,0.4768115942028985,+,1.51,5.045233977847242,0.0,0.7205361367030532
b0907,serC,0,0,1086,0.0,0.5027624309392266,+,1386.0,10.497113005686938,0.0,0.7210053661928986
b0908,aroA,0,0,1281,0.0,0.5081967213114754,+,174.0,8.379294480522026,0.0,0.7215465528221418
b0909,ycaL,0,0,762,0.0,0.5013123359580053,+,0.008,3.398337141495482,0.0,0.7220605939437079
b0910,cmk,0,0,681,0.0,0.5389133627019089,+,251.0,8.575314731119166,0.0,0.7224466633862254
b0911,rpsA,0,0,1671,0.0,0.5128665469778576,+,3487.0,11.383301964659966,1.0,0.7230020690909185
b0912,ihfB,0,0,282,0.0,0.4964539007092198,+,1898.0,10.568945679246411,0.0,0.7234928426344758
b0913,ycaI,1,1,2262,0.0004420866489832,0.4951370468611848,+,,2.478624080650921,0.0,0.7241314083864969
b0914,msbA,0,0,1746,0.0,0.5091638029782359,+,43.6,6.718246652296208,1.0,0.7250116984211655
b0915,lpxK,0,0,984,0.0,0.5477642276422764,+,1.36,5.484366498588126,1.0,0.7255994202064265
b0916,ycaQ,0,0,1230,0.0,0.524390243902439,+,2.11,3.583138099298785,0.0,0.7260932099175035
b0917,ycaR,0,0,180,0.0,0.4833333333333333,+,505.0,6.563313466939514,0.0,0.7264202486528504
b0918,kdsB,0,0,744,0.0,0.5295698924731183,+,202.0,7.409811410918846,1.0,0.7266188848280741
b0919,ycbJ,0,0,891,0.0,0.5252525252525253,+,13.5,5.1025024628458615,0.0,0.7270381321133079
b0920,ycbC,0,0,777,0.0,0.5225225225225225,-,15.6,4.1720166108645245,0.0,0.7273884384266636
b0921,smtA,0,0,783,0.0,0.5159642401021711,+,3.09,6.543053240330345,0.0,0.7277839872528143
b0922,mukF,0,0,1320,0.0,0.5287878787878788,+,75.5,5.906923788839666,1.0,0.7282368432618387
b0923,mukE,0,0,702,0.0,0.5185185185185185,+,197.0,6.841718765860141,1.0,0.7286651390496315
b0924,mukB,0,0,4458,0.0,0.55697622252131,+,69.5,6.758914532316235,1.0,0.7297776739833146
b0925,ycbB,0,0,1845,0.0,0.532249322493225,+,10.9,6.604278507704422,0.0,0.7312487019707639
b0926,ycbK,0,0,546,0.0,0.4981684981684982,+,17.8,8.93867987307078,0.0,0.7318428869721384
b0927,ycbL,0,0,645,0.0,0.517829457364341,+,149.0,8.256985970621992,0.0,0.732111756762463
b0928,aspC,0,0,1188,0.0,0.5235690235690236,-,1492.0,9.388421824725125,0.0,0.7326033920681688
b0929,ompF,0,0,1086,0.0,0.4788213627992633,-,1045.0,12.427441556190528,0.0,0.7331738786104602
b0930,asnS,2,1,1398,0.0014306151645207,0.525035765379113,-,1047.0,9.259642572538953,1.0,0.7339697159545783
b0931,pncB,0,0,1200,0.0,0.5133333333333333,-,138.0,8.454128798687575,0.0,0.7346031111337085
b0932,pepN,1,1,2610,0.0003831417624521,0.5348659003831417,+,361.0,7.055292722694783,0.0,0.735539415708028
b0933,ssuB,0,0,765,0.0,0.5581699346405229,-,0.542,3.2544304408088824,0.0,0.7362857017286087
b0934,ssuC,0,0,789,0.0,0.55893536121673,-,0.1,1.366588901970951,0.0,0.7366200654422176
b0935,ssuD,0,0,1143,0.0,0.5713035870516185,-,3.2,2.0736468190832107,0.0,0.7370418980138967
b0936,ssuA,0,0,957,0.0,0.5245559038662487,-,5.23,1.66497130027265,0.0,0.7374938922607727
b0937,ssuE,0,0,573,0.0,0.5445026178010471,-,0.233,1.5063217628149816,0.0,0.7378213618771937
b0938,elfA,0,0,537,0.0,0.4264432029795158,+,,2.4730466762646848,0.0,0.7382147562979732
b0939,elfD,0,0,699,0.0,0.4520743919885551,+,1.22,0.8974447591910394,0.0,0.7385176656931627
b0940,elfC,0,0,2598,0.0,0.4792147806004619,+,0.782,1.9795592845224548,0.0,0.739239822373586
b0941,elfG,0,0,1068,0.0,0.4840823970037453,+,0.023,3.1425297145902724,0.0,0.7400266112151449
b0942,ycbU,0,0,540,0.0,0.4722222222222222,+,0.666,2.576984533199532,0.0,0.7403790719338719
b0943,ycbV,0,0,513,0.0,0.4756335282651072,+,,2.610983243703063,0.0,0.7406100241896635
b0944,ycbF,0,0,708,0.0,0.518361581920904,+,0.194,3.2733783736344804,0.0,0.7408711381206519
b0945,pyrD,0,0,1008,0.0,0.4712301587301587,+,207.0,6.839145558311359,0.0,0.7412895236437372
b0946,zapC,0,0,540,0.0,0.4962962962962963,+,0.999,6.572522627893461,0.0,0.7416988606642635
b0947,ycbX,0,0,1107,0.0,0.5049683830171635,-,64.2,6.047350726064199,0.0,0.7420530449072873
b0948,rlmL,0,0,2106,0.0,0.5427350427350427,+,25.8,6.024587018718463,0.0,0.7428514675378507
b0949,uup,0,0,1905,0.0,0.5244094488188976,+,28.1,6.313308913088592,0.0,0.7437214164267377
b0950,pqiA,0,0,1251,0.0,0.5227817745803357,+,0.889,4.8008080497693975,0.0,0.744458223063685
b0951,pqiB,1,1,1638,0.0006105006105006,0.5024420024420024,+,23.1,5.421233296971707,0.0,0.745083862383479
b0952,ymbA,0,0,561,0.0,0.5240641711229946,+,16.8,5.660739244807087,0.0,0.7455569698029926
b0953,rmf,0,0,165,0.0,0.5454545454545454,+,1025.0,11.971837860809991,0.0,0.7458245469500945
b0954,fabA,0,0,516,0.0,0.5329457364341085,-,1232.0,9.425297590558502,1.0,0.7460025008337549
b0955,ycbZ,0,0,1758,0.0,0.518202502844141,-,5.47,6.45026913529067,0.0,0.7465230051714347
b0956,matP,0,0,450,0.0,0.4644444444444444,+,157.0,6.4667260713791,0.0,0.7470797035193505
b0957,ompA,1,1,1038,0.0009633911368015,0.5394990366088632,-,5812.0,13.572833147237404,0.0,0.7474338877623743
b0958,sulA,0,0,507,0.0,0.4852071005917159,-,0.454,6.347248087162871,0.0,0.7479212142573377
b0959,sxy,0,0,627,0.0,0.4832535885167464,+,0.181,4.936709441296144,0.0,0.7482607485438374
b0960,yccS,1,1,2151,0.00046490004649,0.5230125523012552,-,3.82,4.774969936170917,0.0,0.748844161518356
b0961,yccF,0,0,444,0.0,0.4864864864864865,-,66.0,5.813484318986583,0.0,0.7494124936552762
b0962,helD,0,0,2052,0.0,0.5311890838206628,+,40.4,5.917700004301333,0.0,0.7500040933702052
b0963,mgsA,0,0,456,0.0,0.5307017543859649,-,272.0,8.304859040250017,0.0,0.7505590681938241
b0964,yccT,0,0,660,0.0,0.5075757575757576,-,0.595,4.083077032356805,0.0,0.7508417261785244
b0965,yccU,0,0,411,0.0,0.5474452554744526,+,490.0,7.3593055281757,0.0,0.7511476517412335
b0966,hspQ,0,0,315,0.0,0.5619047619047619,-,259.0,8.678628552531695,0.0,0.7513243129816711
b0967,rlmI,0,0,1188,0.0,0.5193602693602694,-,47.5,6.3198121884594975,0.0,0.7516741884139526
b0968,yccX,0,0,276,0.0,0.5289855072463768,+,77.9,6.036428504642444,0.0,0.7520313888244962
b0969,tusE,0,0,327,0.0,0.4709480122324159,-,34.5,6.411518555839252,0.0,0.7521606531467676
b0970,yccA,0,0,657,0.0,0.5144596651445966,-,40.8,9.384171964757677,0.0,0.752412718575197
b0972,hyaA,0,0,1116,0.0,0.5618279569892473,+,18.2,1.6397641499540017,0.0,0.7531064371047205
b0973,hyaB,0,0,1791,0.0,0.5661641541038526,+,47.9,1.7913708269987316,0.0,0.7537320764245143
b0974,hyaC,0,0,705,0.0,0.5191489361702127,+,4.38,2.136702627085446,0.0,0.7542788645077226
b0975,hyaD,0,0,585,0.0,0.5897435897435898,+,,2.7735563513803627,0.0,0.7545563519195321
b0976,hyaE,0,0,396,0.0,0.5681818181818182,+,1.5,2.2519461577648263,0.0,0.7547674836459088
b0977,hyaF,0,0,855,0.0,0.5508771929824562,+,1.69,2.415487807699488,0.0,0.7550363534362334
b0978,appC,0,0,1542,0.0,0.5415045395590142,+,7.47,4.114764874294866,0.0,0.7556115796703415
b0979,appB,0,0,1134,0.0,0.5335097001763669,+,,4.232876690405101,0.0,0.7561941308827116
b0980,appA,0,0,1296,0.0,0.5401234567901234,+,6.16,4.596425588488678,0.0,0.7567982261487936
b0981,etk,1,1,2178,0.0004591368227731,0.5059687786960514,-,13.9,4.05287464925042,0.0,0.7575970796604312
b0982,etp,1,1,444,0.0022522522522522,0.527027027027027,-,31.5,3.275951935571285,0.0,0.7581714441323908
b0983,gfcE,0,0,1137,0.0,0.5109938434476693,-,20.6,2.696073850294521,0.0,0.7585075313702966
b0984,gfcD,0,0,2094,0.0,0.5205348615090736,-,6.69,1.833985525826832,0.0,0.759224517477829
b0985,gfcC,0,0,744,0.0,0.5241935483870968,-,5.4,1.9451038279915749,0.0,0.7598367994843215
b0986,gfcB,0,0,642,0.0,0.4766355140186916,-,0.054,1.8837097288938256,0.0,0.7601349691876944
b0987,gfcA,0,0,303,0.0,0.5808580858085809,-,,3.330602312116881,0.0,0.7603853110918268
b0988,insB1,0,0,501,0.0,0.5508982035928144,+,,0.7473667436873472,0.0,0.7606813263898284
b0989,cspH,0,0,210,0.0,0.4761904761904761,-,0.528,1.6116577772643754,0.0,0.7610221533195509
b0990,cspG,0,0,210,0.0,0.4476190476190476,+,123.0,4.67172842941215,0.0,0.7612367320945215
b0991,ymcE,0,0,228,0.0,0.4166666666666667,+,,3.502739359350256,0.0,0.7614069301188456
b0992,yccM,0,0,1071,0.0,0.4929971988795518,-,0.056,2.0143607581346155,0.0,0.7617787804859132
b0993,torS,1,1,2742,0.0003646973012399,0.5379285193289569,-,1.78,2.3598821528254543,0.0,0.7626323558939792
b0994,torT,0,0,1026,0.0,0.5360623781676414,+,9.52,2.6679143675650554,0.0,0.7634807607291542
b0995,torR,0,0,690,0.0,0.5246376811594203,-,2.57,4.79852299691623,0.0,0.7638396846639947
b0996,torC,0,0,1170,0.0,0.5136752136752136,+,4.98,0.8315184728304346,0.0,0.7642972803648356
b0997,torA,0,0,2544,0.0,0.5534591194968553,+,0.977,2.0343955274355987,0.0,0.7650982882818445
b0998,torD,0,0,597,0.0,0.5360134003350083,+,,2.5886532754082747,0.0,0.7657743406873243
b0999,cbpM,0,0,303,0.0,0.5445544554455446,-,28.9,6.93002194896877,0.0,0.7660345928561642
b1000,cbpA,0,0,918,0.0,0.5305010893246187,-,302.0,7.550072500290856,0.0,0.7662987229546722
b1001,yccE,0,0,1254,0.0,0.3421052631578947,+,1.65,1.6326908576384624,0.0,0.7668799815238195
b1002,agp,0,0,1239,0.0,0.5173527037933817,+,584.0,5.841612935245287,0.0,0.7675439692592206
b1003,yccJ,0,0,225,0.0,0.4755555555555555,-,1100.0,9.444482289217808,0.0,0.7678766094485325
b1004,wrbA,0,0,594,0.0,0.5420875420875421,-,1880.0,9.288113748531703,0.0,0.7680631809536776
b1006,rutG,0,0,1326,0.0,0.5414781297134238,-,,3.1579112928741018,0.0,0.7688236860497082
b1007,rutF,0,0,492,0.0,0.5934959349593496,-,,2.134983036591505,0.0,0.7692252672108982
b1008,rutE,0,0,588,0.0,0.5748299319727891,-,,1.540100390343611,0.0,0.7694635444449519
b1009,rutD,0,0,798,0.0,0.581453634085213,-,1.38,1.4810524040605106,0.0,0.7697673156022898
b1010,rutC,0,0,384,0.0,0.5416666666666666,-,0.032,1.6293638015325438,0.0,0.770026275127907
b1011,rutB,0,0,690,0.0,0.5565217391304348,-,0.15,1.2904141900759962,0.0,0.7702636905998123
b1012,rutA,0,0,1146,0.0,0.5514834205933682,-,0.014,1.5868503739969888,0.0,0.7706601011881115
b1013,rutR,1,1,636,0.0015723270440251,0.5157232704402516,+,5.47,4.783767699306218,0.0,0.7711444115155552
b1014,putA,1,1,3960,0.0002525252525252,0.5702020202020202,-,56.9,4.387564643378748,0.0,0.7721526732292727
b1015,putP,0,0,1506,0.0,0.5378486055776892,+,20.3,6.044611854639273,0.0,0.773513395661717
b1018,efeO,0,0,1125,0.0,0.5146666666666667,+,163.0,6.655168609989319,0.0,0.7746970259726494
b1019,efeB,1,1,1269,0.0007880220646178,0.5390070921985816,+,3.18,5.783774589203659,0.0,0.7752162376671065
b1020,phoH,0,0,1062,0.0,0.5235404896421846,+,2.34,6.831523899873331,0.0,0.7758681607324289
b1021,pgaD,0,0,411,0.0,0.4452554744525547,-,,2.8710015948720984,0.0,0.7762076950189286
b1022,pgaC,0,0,1323,0.0,0.4678760393046107,-,0.579,1.8550037881325732,0.0,0.7765829924345901
b1023,pgaB,0,0,2016,0.0,0.4449404761904761,-,0.193,1.7297124661293624,0.0,0.7773004094231968
b1024,pgaA,0,0,2421,0.0,0.4737711689384551,-,3.59,2.567491443241233,0.0,0.7782608433376738
b1025,ycdT,0,0,1356,0.0,0.3864306784660767,+,0.377,3.715010673325975,0.0,0.779328566639636
b1026,insF1,0,0,864,0.0,0.5520833333333334,-,,4.515220029745644,0.0,0.7798253725182327
b1027,insE1,0,0,297,0.0,0.5016835016835017,-,0.453,5.540150294985294,0.0,0.7800748526602167
b1028,ymdE,0,0,339,0.0,0.4365781710914454,+,,,0.0,0.7802420345170211
b1029,ycdU,0,0,984,0.0,0.4054878048780488,+,0.032,1.0326139072640128,0.0,0.7805268469070925
b1033,ghrA,0,0,936,0.0,0.5138888888888888,+,181.0,7.031435631714594,0.0,0.7813967957959795
b1034,ycdX,0,0,735,0.0,0.4857142857142857,+,52.6,7.414889357750143,0.0,0.7817811417142
b1035,ycdY,0,0,552,0.0,0.5380434782608695,+,253.0,7.289839728762669,0.0,0.7820698320339396
b1036,ycdZ,0,0,489,0.0,0.5398773006134969,+,0.034,5.893367350731984,0.0,0.7823387018242642
b1037,csgG,0,0,831,0.0,0.5018050541516246,-,22.4,4.896045543309353,0.0,0.7826515214841613
b1038,csgF,0,0,414,0.0,0.427536231884058,-,60.4,4.48921150786669,0.0,0.7829324559445645
b1039,csgE,0,0,387,0.0,0.4341085271317829,-,2.18,4.919858324251643,0.0,0.7831164421632643
b1040,csgD,1,1,648,0.0015432098765432,0.419753086419753,-,35.2,5.936789239566155,0.0,0.7833426547272394
b1041,csgB,0,0,453,0.0,0.4216335540838852,+,1.12,1.838346082952501,0.0,0.7839058162912688
b1042,csgA,0,0,453,0.0,0.5143487858719646,+,256.0,4.06694308757588,0.0,0.7841195333040909
b1043,csgC,0,0,330,0.0,0.4303030303030303,+,85.0,2.1790959004698025,0.0,0.7843147224307208
b1044,ymdA,0,0,309,0.0,0.4401294498381877,+,,3.5376046327495967,0.0,0.784505171865534
b1045,ymdB,0,0,531,0.0,0.5178907721280602,+,108.0,6.059095431578776,0.0,0.7847279373809153
b1046,clsC,0,0,1419,0.0,0.5081042988019733,+,6.18,4.801965869207899,0.0,0.7851497699525944
b1047,opgC,1,1,1155,0.0008658008658008,0.4398268398268398,-,10.7,3.6099351226970606,0.0,0.7857086227058815
b1048,opgG,1,1,1533,0.0006523157208088,0.4996738421395955,+,443.0,7.888195887407921,0.0,0.786458355775056
b1049,opgH,0,0,2541,0.0,0.5501770956316411,+,35.3,7.054360202162211,0.0,0.787333906117908
b1050,yceK,0,0,225,0.0,0.5066666666666667,+,,3.20303491572774,0.0,0.7880052188315712
b1051,msyB,0,0,372,0.0,0.5053763440860215,-,906.0,9.036468571079885,0.0,0.7881353449159911
b1053,mdtG,0,0,1224,0.0,0.5253267973856209,-,0.084,3.027823529772192,,0.7885158129045434
b1054,waaM,0,0,918,0.0,0.5315904139433552,-,2.48,5.686765553488528,0.0,0.78905225984197
b1055,yceA,0,0,1050,0.0,0.4990476190476191,+,8.82,6.581208969222884,0.0,0.7895740568228725
b1056,yceI,0,0,573,0.0,0.4764397905759162,-,125.0,6.575038245876636,0.0,0.7899424601413463
b1057,yceJ,0,0,564,0.0,0.5141843971631206,-,,3.719629088415799,0.0,0.7901902167590332
b1058,yceO,0,0,138,0.0,0.3768115942028985,-,,1.641135265285174,0.0,0.7904547777386155
b1059,solA,0,0,1116,0.0,0.5259856630824373,-,104.0,6.9649102937625695,0.0,0.7907348504368703
b1060,bssS,0,0,252,0.0,0.4563492063492063,-,,7.547374430237685,0.0,0.7910799861773351
b1061,dinI,0,0,243,0.0,0.48559670781893,-,13.3,6.408373895615928,0.0,0.7913109384331268
b1062,pyrC,0,0,1044,0.0,0.5325670498084292,-,603.0,8.398697351180017,0.0,0.7916211728065784
b1063,yceB,0,0,558,0.0,0.471326164874552,-,39.4,6.483281543058399,0.0,0.7920128437030609
b1064,grxB,0,0,645,0.0,0.4930232558139535,-,592.0,8.743781306890144,0.0,0.7923304030547744
b1065,mdtH,0,0,1206,0.0,0.5538971807628524,-,,2.9687273748489424,0.0,0.7927578370804188
b1066,rimJ,0,0,582,0.0,0.4965635738831615,+,20.8,7.2513405982567,0.0,0.7932455944564565
b1067,yceH,0,0,645,0.0,0.5209302325581395,+,385.0,6.931798273690429,0.0,0.7935153260089296
b1068,yceM,0,0,921,0.0,0.5548317046688382,+,16.1,5.740982386861671,0.0,0.793854429414355
b1069,murJ,1,1,1533,0.0006523157208088,0.538160469667319,+,3.16,4.7237630819052505,1.0,0.7944313791727601
b1070,flgN,0,0,414,0.0,0.4830917874396135,-,121.0,5.197358412600793,0.0,0.794869154344186
b1071,flgM,0,0,291,0.0,0.5292096219931272,-,257.0,5.700352135849896,0.0,0.7950238406498376
b1072,flgA,0,0,657,0.0,0.5251141552511416,-,2.37,4.115900378445562,0.0,0.7952616870028171
b1073,flgB,0,0,414,0.0,0.538647342995169,+,1.16,3.91990200780122,0.0,0.7955602875872642
b1074,flgC,0,0,402,0.0,0.5323383084577115,+,0.202,4.050980025450221,0.0,0.7957386723519988
b1075,flgD,0,0,693,0.0,0.5483405483405484,+,2.67,4.392092634567074,0.0,0.7959803966346465
b1076,flgE,0,0,1206,0.0,0.5165837479270315,+,18.3,4.648364613775566,0.0,0.7964013674441772
b1077,flgF,0,0,753,0.0,0.5936254980079682,+,13.4,3.9549506585765344,0.0,0.7968326793994897
b1078,flgG,0,0,780,0.0,0.5397435897435897,+,8.57,4.515835053491303,0.0,0.7972381384903479
b1079,flgH,0,0,696,0.0,0.5373563218390804,+,71.0,3.2664868197874983,0.0,0.7975798271822188
b1080,flgI,0,0,1095,0.0,0.5424657534246575,+,0.597,3.076894214013959,0.0,0.7979714980787013
b1081,flgJ,0,0,939,0.0,0.5473908413205538,+,0.049,2.9399303991973054,0.0,0.79841056589335
b1082,flgK,0,0,1641,0.0,0.5191956124314442,+,54.7,4.164426627496807,0.0,0.7989957023921656
b1083,flgL,0,0,951,0.0,0.508937960042061,+,103.0,5.171970904122294,0.0,0.7995601565994176
b1084,rne,0,0,3183,0.0,0.5570216776625825,-,415.0,7.87300973188869,1.0,0.8005361022325672
b1085,yceQ,0,0,318,0.0,0.4465408805031446,+,0.149,1.3266569823439165,1.0,0.801349605700729
b1086,rluC,0,0,957,0.0,0.51619644723093,+,35.4,6.258652985959611,0.0,0.8016757826739273
b1087,yceF,0,0,582,0.0,0.5017182130584192,-,173.0,7.675778076695057,0.0,0.8020566815435539
b1088,yceD,0,0,519,0.0,0.4990366088631984,+,114.0,11.399417116148085,0.0,0.8023802732303068
b1089,rpmF,0,0,171,0.0,0.5497076023391813,+,2514.0,11.66783878714238,0.0,0.8025521947789278
b1090,plsX,0,0,1068,0.0,0.5215355805243446,+,12.0,7.740039677237294,0.0,0.8028551041741173
b1091,fabH,0,0,951,0.0,0.5478443743427971,+,602.0,8.27496711876243,0.0,0.8033200248532204
b1092,fabD,0,0,927,0.0,0.5533980582524272,+,1209.0,8.922731245864313,1.0,0.8037323780412663
b1093,fabG,0,0,732,0.0,0.5163934426229508,+,1381.0,10.33995533377526,1.0,0.8040964725489976
b1094,acpP,0,0,234,0.0,0.4871794871794871,+,6372.0,13.060918427413831,1.0,0.8043963657766674
b1095,fabF,1,1,1239,0.0008071025020177,0.5343018563357547,+,418.0,8.980361027692929,0.0,0.8047522735439883
b1096,pabC,0,0,807,0.0,0.506815365551425,+,6.39,5.165593314835469,0.0,0.8052456323739909
b1097,yceG,0,0,1020,0.0,0.5088235294117647,+,7.13,5.183166979895396,0.0,0.8056416120812159
b1098,tmk,1,1,639,0.001564945226917,0.5414710485133021,+,38.9,6.196600999834272,1.0,0.8059953654431655
b1099,holB,0,0,1002,0.0,0.5419161676646707,+,5.71,5.475217085779241,1.0,0.8063486879240408
b1100,ycfH,0,0,795,0.0,0.5094339622641509,+,24.6,6.847398968026809,0.0,0.8067412205826718
b1101,ptsG,0,0,1431,0.0,0.527603074772886,+,456.0,9.862112916027812,0.0,0.8073487628973478
b1102,fhuE,0,0,2187,0.0,0.5002286236854138,-,24.4,4.7375150176446015,0.0,0.8081549413872474
b1103,hinT,0,0,357,0.0,0.5098039215686274,+,983.0,8.54927621651757,0.0,0.8088477981546225
b1104,ycfL,0,0,375,0.0,0.4986666666666666,+,11.5,7.872431025455208,0.0,0.809007655033165
b1105,lpoB,0,0,639,0.0,0.5665101721439749,+,171.0,7.812404159610426,0.0,0.8092330058349915
b1106,thiK,0,0,822,0.0,0.5352798053527981,+,5.09,5.670174213805262,0.0,0.8095406549219976
b1107,nagZ,0,0,1023,0.0,0.5317693059628543,+,29.8,6.817256713434573,0.0,0.8099435287264103
b1108,ycfP,0,0,540,0.0,0.4685185185185185,+,470.0,8.19159541706655,0.0,0.8102912497533206
b1109,ndh,0,0,1302,0.0,0.5307219662058372,+,275.0,6.938144741963947,0.0,0.8108613054145377
b1110,ycfJ,0,0,537,0.0,0.5400372439478585,+,6.45,4.26346891640388,0.0,0.8113486319095012
b1111,ycfQ,0,0,630,0.0,0.5142857142857142,-,7.14,6.039932792490192,0.0,0.8116278428456075
b1112,bhsA,0,0,255,0.0,0.4784313725490196,+,20.0,6.650545602267354,0.0,0.8119229963814607
b1113,ycfS,0,0,960,0.0,0.534375,-,1.06,5.028825189496035,0.0,0.8122211660848336
b1114,mfd,0,0,3444,0.0,0.5481997677119629,-,43.7,6.3314996635844105,0.0,0.8132328748471449
b1115,ycfT,0,0,1071,0.0,0.4967320261437908,-,9e-05,0.9814318254874944,0.0,0.8142613879713516
b1116,lolC,0,0,1197,0.0,0.5430242272347535,+,11.2,6.251074889138435,1.0,0.8148637597131366
b1117,lolD,0,0,699,0.0,0.5536480686695279,+,111.0,6.114581541326572,1.0,0.8152700805661433
b1118,lolE,0,0,1242,0.0,0.5201288244766505,+,6.68,6.363400125933175,1.0,0.815689327851377
b1119,nagK,0,0,909,0.0,0.5291529152915292,+,32.5,6.648363882170957,0.0,0.8161658823194845
b1120,cobB,0,0,726,0.0,0.5206611570247934,+,64.9,6.602358698976624,0.0,0.8165739266967881
b1121,ycfZ,0,0,786,0.0,0.4274809160305343,-,0.344,1.3401944847108531,0.0,0.8169522402799693
b1122,ymfA,0,0,459,0.0,0.4357298474945534,-,,2.3207401403813503,0.0,0.8172198174270712
b1123,potD,0,0,1044,0.0,0.5095785440613027,-,830.0,8.583424825658087,0.0,0.8175696928593527
b1124,potC,0,0,792,0.0,0.5025252525252525,-,37.0,6.089112303718662,0.0,0.8179648108044291
b1125,potB,0,0,825,0.0,0.509090909090909,-,2.67,5.469813016494743,0.0,0.8183125318313393
b1126,potA,0,0,1134,0.0,0.5097001763668431,-,88.6,6.787827951547119,0.0,0.8187416893812807
b1127,pepT,0,0,1224,0.0,0.5,+,274.0,6.929578290693407,0.0,0.8193582801985155
b1128,ycfD,1,1,1119,0.000893655049151,0.5415549597855228,-,198.0,7.684113076251652,0.0,0.8198848168712346
b1129,phoQ,0,0,1458,0.0,0.51440329218107,-,5.1,6.381425901409054,0.0,0.8204738312997183
b1130,phoP,1,1,669,0.0014947683109118,0.4783258594917787,-,486.0,8.100151088947058,0.0,0.820932719643782
b1131,purB,0,0,1368,0.0,0.5241228070175439,-,655.0,8.238480911645357,0.0,0.8214454681221255
b1132,hflD,0,0,639,0.0,0.5727699530516432,-,56.3,7.077255949587643,0.0,0.8218802271260318
b1133,mnmA,0,0,1104,0.0,0.5380434782608695,-,103.0,7.6716947998063025,1.0,0.8222723289035886
b1134,nudJ,0,0,459,0.0,0.5054466230936819,-,13.5,5.585758810710305,0.0,0.822632976362726
b1135,rluE,0,0,651,0.0,0.5145929339477726,-,4.78,5.5272009226734005,0.0,0.8228772859318191
b1136,icd,0,0,1248,0.0,0.5032051282051282,+,3801.0,11.779921657149211,0.0,0.8233615962592629
b1137,ymfD,0,0,663,0.0,0.3499245852187028,-,1.38,3.390363520111642,0.0,0.8239868046979826
b1138,ymfE,0,0,702,0.0,0.3091168091168091,-,1.17,3.0174099819397697,0.0,0.8242823891149099
b1139,lit,1,1,891,0.0011223344556677,0.3681257014590348,+,1.05,4.456540234881008,0.0,0.8248235757441532
b1140,intE,0,0,1125,0.0,0.448,-,1.97,3.261001789435522,0.0,0.8252979758068895
b1141,xisE,0,0,243,0.0,0.448559670781893,-,1.31,3.166758220976801,0.0,0.8255853734834063
b1143,ymfI,0,0,339,0.0,0.3893805309734513,+,,7.408332746994082,0.0,0.825911981337679
b1144,ymfJ,0,0,306,0.0,0.4738562091503268,-,0.371,3.670362723525929,0.0,0.8260253030602036
b1145,cohE,0,0,672,0.0,0.4464285714285714,-,3.85,6.47905365200641,0.0,0.8263122698556462
b1146,croE,0,0,198,0.0,0.4292929292929293,+,1.7,2.3462719433927104,0.0,0.826539775062844
b1147,ymfL,1,1,555,0.0018018018018018,0.4972972972972973,+,,1.9178351524703443,0.0,0.8267216068761726
b1148,ymfM,0,0,336,0.0,0.5,+,,2.165416604011015,0.0,0.8269133489542085
b1150,ymfR,0,0,180,0.0,0.6055555555555555,+,,0.7685793725871881,0.0,0.8276238718456274
b1151,beeE,0,0,412,0.0,0.5558252427184466,+,,1.4224628551812792,0.0,0.8277514126436019
b1152,jayE,0,0,777,0.0,0.5791505791505791,+,,1.375658263902198,0.0,0.8280082177638479
b1153,ymfQ,0,0,582,0.0,0.5756013745704467,+,0.661,0.8800462859327323,0.0,0.8282982007268102
b1154,stfP,0,0,627,0.0,0.5055821371610846,+,0.079,0.9028699578246384,0.0,0.8285610381820955
b1155,tfaP,0,0,411,0.0,0.4209245742092457,+,,2.174284188850253,0.0,0.8287863889839221
b1156,tfaE,0,0,600,0.0,0.4783333333333333,-,0.034,2.1822733448011618,0.0,0.8289932118995564
b1157,stfE,0,0,498,0.0,0.4678714859437751,-,,0.880288887772656,0.0,0.8292306273714617
b1158,pinE,0,0,552,0.0,0.4909420289855072,+,0.163,0.93442149137158,0.0,0.829486139848485
